ZipCode,State,County,Metro_Area
28659,NC,WILKES,North Wilkesboro
28665,NC,WILKES,North Wilkesboro
28669,NC,WILKES,North Wilkesboro
28670,NC,WILKES,North Wilkesboro
28683,NC,WILKES,North Wilkesboro
28685,NC,WILKES,North Wilkesboro
28697,NC,WILKES,North Wilkesboro
32111,FL,MARION,Ocala
32113,FL,MARION,Ocala
32133,FL,MARION,Ocala
32134,FL,MARION,Ocala
32179,FL,MARION,Ocala
32182,FL,MARION,Ocala
32183,FL,MARION,Ocala
32192,FL,MARION,Ocala
32195,FL,MARION,Ocala
32617,FL,MARION,Ocala
32634,FL,MARION,Ocala
32663,FL,MARION,Ocala
32664,FL,MARION,Ocala
32681,FL,MARION,Ocala
32686,FL,MARION,Ocala
34420,FL,MARION,Ocala
34421,FL,MARION,Ocala
34430,FL,MARION,Ocala
34431,FL,MARION,Ocala
34432,FL,MARION,Ocala
34470,FL,MARION,Ocala
34471,FL,MARION,Ocala
34472,FL,MARION,Ocala
34473,FL,MARION,Ocala
34474,FL,MARION,Ocala
34475,FL,MARION,Ocala
34476,FL,MARION,Ocala
34477,FL,MARION,Ocala
34478,FL,MARION,Ocala
34479,FL,MARION,Ocala
34480,FL,MARION,Ocala
34481,FL,MARION,Ocala
34482,FL,MARION,Ocala
34483,FL,MARION,Ocala
34488,FL,MARION,Ocala
34489,FL,MARION,Ocala
34491,FL,MARION,Ocala
34492,FL,MARION,Ocala
34972,FL,OKEECHOBEE,Okeechobee
34973,FL,OKEECHOBEE,Okeechobee
34974,FL,OKEECHOBEE,Okeechobee
29018,SC,ORANGEBURG,Orangeburg
29038,SC,ORANGEBURG,Orangeburg
29039,SC,ORANGEBURG,Orangeburg
29047,SC,ORANGEBURG,Orangeburg
29048,SC,ORANGEBURG,Orangeburg
29059,SC,ORANGEBURG,Orangeburg
29107,SC,ORANGEBURG,Orangeburg
29112,SC,ORANGEBURG,Orangeburg
29113,SC,ORANGEBURG,Orangeburg
29115,SC,ORANGEBURG,Orangeburg
29116,SC,ORANGEBURG,Orangeburg
29117,SC,ORANGEBURG,Orangeburg
29118,SC,ORANGEBURG,Orangeburg
29133,SC,ORANGEBURG,Orangeburg
29142,SC,ORANGEBURG,Orangeburg
29146,SC,ORANGEBURG,Orangeburg
29163,SC,ORANGEBURG,Orangeburg
29432,SC,ORANGEBURG,Orangeburg
32102,FL,LAKE,Orlando Kissimmee Sanford
32158,FL,LAKE,Orlando Kissimmee Sanford
32159,FL,LAKE,Orlando Kissimmee Sanford
32701,FL,SEMINOLE,Orlando Kissimmee Sanford
32702,FL,LAKE,Orlando Kissimmee Sanford
32703,FL,ORANGE,Orlando Kissimmee Sanford
32704,FL,ORANGE,Orlando Kissimmee Sanford
32707,FL,SEMINOLE,Orlando Kissimmee Sanford
32708,FL,SEMINOLE,Orlando Kissimmee Sanford
32709,FL,ORANGE,Orlando Kissimmee Sanford
32710,FL,ORANGE,Orlando Kissimmee Sanford
32712,FL,ORANGE,Orlando Kissimmee Sanford
32714,FL,SEMINOLE,Orlando Kissimmee Sanford
32715,FL,SEMINOLE,Orlando Kissimmee Sanford
32716,FL,SEMINOLE,Orlando Kissimmee Sanford
32718,FL,SEMINOLE,Orlando Kissimmee Sanford
32719,FL,SEMINOLE,Orlando Kissimmee Sanford
32726,FL,LAKE,Orlando Kissimmee Sanford
32727,FL,LAKE,Orlando Kissimmee Sanford
32730,FL,SEMINOLE,Orlando Kissimmee Sanford
32732,FL,SEMINOLE,Orlando Kissimmee Sanford
32733,FL,SEMINOLE,Orlando Kissimmee Sanford
32735,FL,LAKE,Orlando Kissimmee Sanford
32736,FL,LAKE,Orlando Kissimmee Sanford
32745,FL,SEMINOLE,Orlando Kissimmee Sanford
32746,FL,SEMINOLE,Orlando Kissimmee Sanford
32747,FL,SEMINOLE,Orlando Kissimmee Sanford
32750,FL,SEMINOLE,Orlando Kissimmee Sanford
32751,FL,ORANGE,Orlando Kissimmee Sanford
32752,FL,SEMINOLE,Orlando Kissimmee Sanford
32756,FL,LAKE,Orlando Kissimmee Sanford
32757,FL,LAKE,Orlando Kissimmee Sanford
32762,FL,SEMINOLE,Orlando Kissimmee Sanford
32765,FL,SEMINOLE,Orlando Kissimmee Sanford
32766,FL,SEMINOLE,Orlando Kissimmee Sanford
32767,FL,LAKE,Orlando Kissimmee Sanford
32768,FL,ORANGE,Orlando Kissimmee Sanford
32771,FL,SEMINOLE,Orlando Kissimmee Sanford
32772,FL,SEMINOLE,Orlando Kissimmee Sanford
32773,FL,SEMINOLE,Orlando Kissimmee Sanford
32776,FL,LAKE,Orlando Kissimmee Sanford
32777,FL,ORANGE,Orlando Kissimmee Sanford
32778,FL,LAKE,Orlando Kissimmee Sanford
32779,FL,SEMINOLE,Orlando Kissimmee Sanford
32784,FL,LAKE,Orlando Kissimmee Sanford
32789,FL,ORANGE,Orlando Kissimmee Sanford
32790,FL,ORANGE,Orlando Kissimmee Sanford
32791,FL,SEMINOLE,Orlando Kissimmee Sanford
32792,FL,ORANGE,Orlando Kissimmee Sanford
32793,FL,ORANGE,Orlando Kissimmee Sanford
32794,FL,ORANGE,Orlando Kissimmee Sanford
32795,FL,SEMINOLE,Orlando Kissimmee Sanford
32798,FL,ORANGE,Orlando Kissimmee Sanford
32799,FL,SEMINOLE,Orlando Kissimmee Sanford
32801,FL,ORANGE,Orlando Kissimmee Sanford
32802,FL,ORANGE,Orlando Kissimmee Sanford
32803,FL,ORANGE,Orlando Kissimmee Sanford
32804,FL,ORANGE,Orlando Kissimmee Sanford
32805,FL,ORANGE,Orlando Kissimmee Sanford
32806,FL,ORANGE,Orlando Kissimmee Sanford
32807,FL,ORANGE,Orlando Kissimmee Sanford
32808,FL,ORANGE,Orlando Kissimmee Sanford
32809,FL,ORANGE,Orlando Kissimmee Sanford
32810,FL,ORANGE,Orlando Kissimmee Sanford
32811,FL,ORANGE,Orlando Kissimmee Sanford
32812,FL,ORANGE,Orlando Kissimmee Sanford
32814,FL,ORANGE,Orlando Kissimmee Sanford
32816,FL,ORANGE,Orlando Kissimmee Sanford
32817,FL,ORANGE,Orlando Kissimmee Sanford
32818,FL,ORANGE,Orlando Kissimmee Sanford
32819,FL,ORANGE,Orlando Kissimmee Sanford
32820,FL,ORANGE,Orlando Kissimmee Sanford
32821,FL,ORANGE,Orlando Kissimmee Sanford
32822,FL,ORANGE,Orlando Kissimmee Sanford
32824,FL,ORANGE,Orlando Kissimmee Sanford
32825,FL,ORANGE,Orlando Kissimmee Sanford
32826,FL,ORANGE,Orlando Kissimmee Sanford
32827,FL,ORANGE,Orlando Kissimmee Sanford
32828,FL,ORANGE,Orlando Kissimmee Sanford
32829,FL,ORANGE,Orlando Kissimmee Sanford
32830,FL,ORANGE,Orlando Kissimmee Sanford
32831,FL,ORANGE,Orlando Kissimmee Sanford
32832,FL,ORANGE,Orlando Kissimmee Sanford
32833,FL,ORANGE,Orlando Kissimmee Sanford
32834,FL,ORANGE,Orlando Kissimmee Sanford
32835,FL,ORANGE,Orlando Kissimmee Sanford
32836,FL,ORANGE,Orlando Kissimmee Sanford
32837,FL,ORANGE,Orlando Kissimmee Sanford
32839,FL,ORANGE,Orlando Kissimmee Sanford
32853,FL,ORANGE,Orlando Kissimmee Sanford
32854,FL,ORANGE,Orlando Kissimmee Sanford
32855,FL,ORANGE,Orlando Kissimmee Sanford
32856,FL,ORANGE,Orlando Kissimmee Sanford
32857,FL,ORANGE,Orlando Kissimmee Sanford
32858,FL,ORANGE,Orlando Kissimmee Sanford
32859,FL,ORANGE,Orlando Kissimmee Sanford
32860,FL,ORANGE,Orlando Kissimmee Sanford
32861,FL,ORANGE,Orlando Kissimmee Sanford
32862,FL,ORANGE,Orlando Kissimmee Sanford
32867,FL,ORANGE,Orlando Kissimmee Sanford
32868,FL,ORANGE,Orlando Kissimmee Sanford
32869,FL,ORANGE,Orlando Kissimmee Sanford
32872,FL,ORANGE,Orlando Kissimmee Sanford
32877,FL,ORANGE,Orlando Kissimmee Sanford
32878,FL,ORANGE,Orlando Kissimmee Sanford
32885,FL,ORANGE,Orlando Kissimmee Sanford
32886,FL,ORANGE,Orlando Kissimmee Sanford
32887,FL,ORANGE,Orlando Kissimmee Sanford
32891,FL,ORANGE,Orlando Kissimmee Sanford
32896,FL,ORANGE,Orlando Kissimmee Sanford
32897,FL,ORANGE,Orlando Kissimmee Sanford
33848,FL,OSCEOLA,Orlando Kissimmee Sanford
34705,FL,LAKE,Orlando Kissimmee Sanford
34711,FL,LAKE,Orlando Kissimmee Sanford
34712,FL,LAKE,Orlando Kissimmee Sanford
34713,FL,LAKE,Orlando Kissimmee Sanford
34714,FL,LAKE,Orlando Kissimmee Sanford
34715,FL,LAKE,Orlando Kissimmee Sanford
34729,FL,LAKE,Orlando Kissimmee Sanford
34731,FL,LAKE,Orlando Kissimmee Sanford
34734,FL,ORANGE,Orlando Kissimmee Sanford
34736,FL,LAKE,Orlando Kissimmee Sanford
34737,FL,LAKE,Orlando Kissimmee Sanford
34739,FL,OSCEOLA,Orlando Kissimmee Sanford
34740,FL,ORANGE,Orlando Kissimmee Sanford
34741,FL,OSCEOLA,Orlando Kissimmee Sanford
34742,FL,OSCEOLA,Orlando Kissimmee Sanford
34743,FL,OSCEOLA,Orlando Kissimmee Sanford
34744,FL,OSCEOLA,Orlando Kissimmee Sanford
34745,FL,OSCEOLA,Orlando Kissimmee Sanford
34746,FL,OSCEOLA,Orlando Kissimmee Sanford
34747,FL,OSCEOLA,Orlando Kissimmee Sanford
34748,FL,LAKE,Orlando Kissimmee Sanford
34749,FL,LAKE,Orlando Kissimmee Sanford
34753,FL,LAKE,Orlando Kissimmee Sanford
34755,FL,LAKE,Orlando Kissimmee Sanford
34756,FL,LAKE,Orlando Kissimmee Sanford
34758,FL,OSCEOLA,Orlando Kissimmee Sanford
34760,FL,ORANGE,Orlando Kissimmee Sanford
34761,FL,ORANGE,Orlando Kissimmee Sanford
34762,FL,LAKE,Orlando Kissimmee Sanford
34769,FL,OSCEOLA,Orlando Kissimmee Sanford
34770,FL,OSCEOLA,Orlando Kissimmee Sanford
34771,FL,OSCEOLA,Orlando Kissimmee Sanford
34772,FL,OSCEOLA,Orlando Kissimmee Sanford
34773,FL,OSCEOLA,Orlando Kissimmee Sanford
34777,FL,ORANGE,Orlando Kissimmee Sanford
34778,FL,ORANGE,Orlando Kissimmee Sanford
34786,FL,ORANGE,Orlando Kissimmee Sanford
34787,FL,ORANGE,Orlando Kissimmee Sanford
34788,FL,LAKE,Orlando Kissimmee Sanford
34789,FL,LAKE,Orlando Kissimmee Sanford
34797,FL,LAKE,Orlando Kissimmee Sanford
32007,FL,PUTNAM,Palatka
32112,FL,PUTNAM,Palatka
32131,FL,PUTNAM,Palatka
32138,FL,PUTNAM,Palatka
32139,FL,PUTNAM,Palatka
32140,FL,PUTNAM,Palatka
32147,FL,PUTNAM,Palatka
32148,FL,PUTNAM,Palatka
32149,FL,PUTNAM,Palatka
32157,FL,PUTNAM,Palatka
32177,FL,PUTNAM,Palatka
32178,FL,PUTNAM,Palatka
32181,FL,PUTNAM,Palatka
32185,FL,PUTNAM,Palatka
32187,FL,PUTNAM,Palatka
32189,FL,PUTNAM,Palatka
32193,FL,PUTNAM,Palatka
32666,FL,PUTNAM,Palatka
32754,FL,BREVARD,Palm Bay Melbourne Titusville
32775,FL,BREVARD,Palm Bay Melbourne Titusville
32780,FL,BREVARD,Palm Bay Melbourne Titusville
32781,FL,BREVARD,Palm Bay Melbourne Titusville
32783,FL,BREVARD,Palm Bay Melbourne Titusville
32796,FL,BREVARD,Palm Bay Melbourne Titusville
32815,FL,BREVARD,Palm Bay Melbourne Titusville
32899,FL,BREVARD,Palm Bay Melbourne Titusville
32901,FL,BREVARD,Palm Bay Melbourne Titusville
32902,FL,BREVARD,Palm Bay Melbourne Titusville
32903,FL,BREVARD,Palm Bay Melbourne Titusville
32904,FL,BREVARD,Palm Bay Melbourne Titusville
32905,FL,BREVARD,Palm Bay Melbourne Titusville
32906,FL,BREVARD,Palm Bay Melbourne Titusville
32907,FL,BREVARD,Palm Bay Melbourne Titusville
32908,FL,BREVARD,Palm Bay Melbourne Titusville
32909,FL,BREVARD,Palm Bay Melbourne Titusville
32910,FL,BREVARD,Palm Bay Melbourne Titusville
32911,FL,BREVARD,Palm Bay Melbourne Titusville
32912,FL,BREVARD,Palm Bay Melbourne Titusville
32919,FL,BREVARD,Palm Bay Melbourne Titusville
32920,FL,BREVARD,Palm Bay Melbourne Titusville
32922,FL,BREVARD,Palm Bay Melbourne Titusville
32923,FL,BREVARD,Palm Bay Melbourne Titusville
32924,FL,BREVARD,Palm Bay Melbourne Titusville
32925,FL,BREVARD,Palm Bay Melbourne Titusville
32926,FL,BREVARD,Palm Bay Melbourne Titusville
32927,FL,BREVARD,Palm Bay Melbourne Titusville
32931,FL,BREVARD,Palm Bay Melbourne Titusville
32932,FL,BREVARD,Palm Bay Melbourne Titusville
32934,FL,BREVARD,Palm Bay Melbourne Titusville
32935,FL,BREVARD,Palm Bay Melbourne Titusville
32936,FL,BREVARD,Palm Bay Melbourne Titusville
32937,FL,BREVARD,Palm Bay Melbourne Titusville
32940,FL,BREVARD,Palm Bay Melbourne Titusville
32941,FL,BREVARD,Palm Bay Melbourne Titusville
32949,FL,BREVARD,Palm Bay Melbourne Titusville
32950,FL,BREVARD,Palm Bay Melbourne Titusville
32951,FL,BREVARD,Palm Bay Melbourne Titusville
32952,FL,BREVARD,Palm Bay Melbourne Titusville
32953,FL,BREVARD,Palm Bay Melbourne Titusville
32954,FL,BREVARD,Palm Bay Melbourne Titusville
32955,FL,BREVARD,Palm Bay Melbourne Titusville
32956,FL,BREVARD,Palm Bay Melbourne Titusville
32959,FL,BREVARD,Palm Bay Melbourne Titusville
32976,FL,BREVARD,Palm Bay Melbourne Titusville
32401,FL,BAY,Panama City
32402,FL,BAY,Panama City
32403,FL,BAY,Panama City
32404,FL,BAY,Panama City
32405,FL,BAY,Panama City
32406,FL,BAY,Panama City
32407,FL,BAY,Panama City
32408,FL,BAY,Panama City
32409,FL,BAY,Panama City
32410,FL,BAY,Panama City
32411,FL,BAY,Panama City
32412,FL,BAY,Panama City
32413,FL,BAY,Panama City
32417,FL,BAY,Panama City
32438,FL,BAY,Panama City
32444,FL,BAY,Panama City
32466,FL,BAY,Panama City
26101,WV,WOOD,Parkersburg Vienna
26102,WV,WOOD,Parkersburg Vienna
26103,WV,WOOD,Parkersburg Vienna
26104,WV,WOOD,Parkersburg Vienna
26105,WV,WOOD,Parkersburg Vienna
26106,WV,WOOD,Parkersburg Vienna
26120,WV,WOOD,Parkersburg Vienna
26121,WV,WOOD,Parkersburg Vienna
26133,WV,WOOD,Parkersburg Vienna
26138,WV,WIRT,Parkersburg Vienna
26141,WV,WIRT,Parkersburg Vienna
26142,WV,WOOD,Parkersburg Vienna
26143,WV,WIRT,Parkersburg Vienna
26150,WV,WOOD,Parkersburg Vienna
26160,WV,WIRT,Parkersburg Vienna
26169,WV,WOOD,Parkersburg Vienna
26180,WV,WOOD,Parkersburg Vienna
26181,WV,WOOD,Parkersburg Vienna
26184,WV,WOOD,Parkersburg Vienna
26187,WV,WOOD,Parkersburg Vienna
32501,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32502,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32503,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32504,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32505,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32506,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32507,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32508,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32509,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32511,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32512,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32513,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32514,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32516,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32520,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32521,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32522,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32523,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32524,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32526,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32530,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32533,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32534,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32535,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32559,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32560,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32561,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32562,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32563,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32565,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32566,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32568,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32570,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32571,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32572,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32577,FL,ESCAMBIA,Pensacola Ferry Pass Brent
32583,FL,SANTA ROSA,Pensacola Ferry Pass Brent
32591,FL,ESCAMBIA,Pensacola Ferry Pass Brent
21901,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21902,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21903,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21904,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21911,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21912,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21913,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21914,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21915,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21916,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21917,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21918,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21919,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21920,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21921,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21922,MD,CECIL,Philadelphia Camden Wilmington PA NJ
21930,MD,CECIL,Philadelphia Camden Wilmington PA NJ
27242,NC,MOORE,Pinehurst Southern Pines
27259,NC,MOORE,Pinehurst Southern Pines
27281,NC,MOORE,Pinehurst Southern Pines
27325,NC,MOORE,Pinehurst Southern Pines
27376,NC,MOORE,Pinehurst Southern Pines
28315,NC,MOORE,Pinehurst Southern Pines
28327,NC,MOORE,Pinehurst Southern Pines
28350,NC,MOORE,Pinehurst Southern Pines
28370,NC,MOORE,Pinehurst Southern Pines
28373,NC,MOORE,Pinehurst Southern Pines
28374,NC,MOORE,Pinehurst Southern Pines
28387,NC,MOORE,Pinehurst Southern Pines
28388,NC,MOORE,Pinehurst Southern Pines
28394,NC,MOORE,Pinehurst Southern Pines
25106,WV,MASON,Point Pleasant
25123,WV,MASON,Point Pleasant
25187,WV,MASON,Point Pleasant
25247,WV,MASON,Point Pleasant
25253,WV,MASON,Point Pleasant
25260,WV,MASON,Point Pleasant
25264,WV,MASON,Point Pleasant
25265,WV,MASON,Point Pleasant
25287,WV,MASON,Point Pleasant
25502,WV,MASON,Point Pleasant
25503,WV,MASON,Point Pleasant
25515,WV,MASON,Point Pleasant
25520,WV,MASON,Point Pleasant
25550,WV,MASON,Point Pleasant
33455,FL,MARTIN,Port St. Lucie
33475,FL,MARTIN,Port St. Lucie
34945,FL,SAINT LUCIE,Port St. Lucie
34946,FL,SAINT LUCIE,Port St. Lucie
34947,FL,SAINT LUCIE,Port St. Lucie
34948,FL,SAINT LUCIE,Port St. Lucie
34949,FL,SAINT LUCIE,Port St. Lucie
34950,FL,SAINT LUCIE,Port St. Lucie
34951,FL,SAINT LUCIE,Port St. Lucie
34952,FL,SAINT LUCIE,Port St. Lucie
34953,FL,SAINT LUCIE,Port St. Lucie
34954,FL,SAINT LUCIE,Port St. Lucie
34956,FL,MARTIN,Port St. Lucie
34957,FL,MARTIN,Port St. Lucie
34958,FL,MARTIN,Port St. Lucie
34979,FL,SAINT LUCIE,Port St. Lucie
34981,FL,SAINT LUCIE,Port St. Lucie
34982,FL,SAINT LUCIE,Port St. Lucie
34983,FL,SAINT LUCIE,Port St. Lucie
34984,FL,SAINT LUCIE,Port St. Lucie
34985,FL,SAINT LUCIE,Port St. Lucie
34986,FL,SAINT LUCIE,Port St. Lucie
34987,FL,SAINT LUCIE,Port St. Lucie
34988,FL,SAINT LUCIE,Port St. Lucie
34990,FL,MARTIN,Port St. Lucie
34991,FL,MARTIN,Port St. Lucie
34992,FL,MARTIN,Port St. Lucie
34994,FL,MARTIN,Port St. Lucie
34995,FL,MARTIN,Port St. Lucie
34996,FL,MARTIN,Port St. Lucie
34997,FL,MARTIN,Port St. Lucie
33927,FL,CHARLOTTE,Punta Gorda
33938,FL,CHARLOTTE,Punta Gorda
33946,FL,CHARLOTTE,Punta Gorda
33947,FL,CHARLOTTE,Punta Gorda
33948,FL,CHARLOTTE,Punta Gorda
33949,FL,CHARLOTTE,Punta Gorda
33950,FL,CHARLOTTE,Punta Gorda
33951,FL,CHARLOTTE,Punta Gorda
33952,FL,CHARLOTTE,Punta Gorda
33953,FL,CHARLOTTE,Punta Gorda
33954,FL,CHARLOTTE,Punta Gorda
33955,FL,CHARLOTTE,Punta Gorda
33980,FL,CHARLOTTE,Punta Gorda
33981,FL,CHARLOTTE,Punta Gorda
33982,FL,CHARLOTTE,Punta Gorda
33983,FL,CHARLOTTE,Punta Gorda
34224,FL,CHARLOTTE,Punta Gorda
27502,NC,WAKE,Raleigh Cary
27504,NC,JOHNSTON,Raleigh Cary
27508,NC,FRANKLIN,Raleigh Cary
27511,NC,WAKE,Raleigh Cary
27512,NC,WAKE,Raleigh Cary
27513,NC,WAKE,Raleigh Cary
27518,NC,WAKE,Raleigh Cary
27519,NC,WAKE,Raleigh Cary
27520,NC,JOHNSTON,Raleigh Cary
27523,NC,WAKE,Raleigh Cary
27524,NC,JOHNSTON,Raleigh Cary
27525,NC,FRANKLIN,Raleigh Cary
27526,NC,WAKE,Raleigh Cary
27527,NC,JOHNSTON,Raleigh Cary
27528,NC,JOHNSTON,Raleigh Cary
27529,NC,WAKE,Raleigh Cary
27539,NC,WAKE,Raleigh Cary
27540,NC,WAKE,Raleigh Cary
27542,NC,JOHNSTON,Raleigh Cary
27545,NC,WAKE,Raleigh Cary
27549,NC,FRANKLIN,Raleigh Cary
27555,NC,JOHNSTON,Raleigh Cary
27560,NC,WAKE,Raleigh Cary
27562,NC,WAKE,Raleigh Cary
27568,NC,JOHNSTON,Raleigh Cary
27569,NC,JOHNSTON,Raleigh Cary
27571,NC,WAKE,Raleigh Cary
27576,NC,JOHNSTON,Raleigh Cary
27577,NC,JOHNSTON,Raleigh Cary
27587,NC,WAKE,Raleigh Cary
27588,NC,WAKE,Raleigh Cary
27591,NC,WAKE,Raleigh Cary
27592,NC,WAKE,Raleigh Cary
27593,NC,JOHNSTON,Raleigh Cary
27596,NC,FRANKLIN,Raleigh Cary
27597,NC,WAKE,Raleigh Cary
27601,NC,WAKE,Raleigh Cary
27602,NC,WAKE,Raleigh Cary
27603,NC,WAKE,Raleigh Cary
27604,NC,WAKE,Raleigh Cary
27605,NC,WAKE,Raleigh Cary
27606,NC,WAKE,Raleigh Cary
27607,NC,WAKE,Raleigh Cary
27608,NC,WAKE,Raleigh Cary
27609,NC,WAKE,Raleigh Cary
27610,NC,WAKE,Raleigh Cary
27611,NC,WAKE,Raleigh Cary
27612,NC,WAKE,Raleigh Cary
27613,NC,WAKE,Raleigh Cary
27614,NC,WAKE,Raleigh Cary
27615,NC,WAKE,Raleigh Cary
27616,NC,WAKE,Raleigh Cary
27617,NC,WAKE,Raleigh Cary
27619,NC,WAKE,Raleigh Cary
27620,NC,WAKE,Raleigh Cary
27622,NC,WAKE,Raleigh Cary
27623,NC,WAKE,Raleigh Cary
27624,NC,WAKE,Raleigh Cary
27625,NC,WAKE,Raleigh Cary
27626,NC,WAKE,Raleigh Cary
27627,NC,WAKE,Raleigh Cary
27628,NC,WAKE,Raleigh Cary
27629,NC,WAKE,Raleigh Cary
27634,NC,WAKE,Raleigh Cary
27635,NC,WAKE,Raleigh Cary
27636,NC,WAKE,Raleigh Cary
27640,NC,WAKE,Raleigh Cary
27650,NC,WAKE,Raleigh Cary
27656,NC,WAKE,Raleigh Cary
27658,NC,WAKE,Raleigh Cary
27661,NC,WAKE,Raleigh Cary
27668,NC,WAKE,Raleigh Cary
27675,NC,WAKE,Raleigh Cary
27676,NC,WAKE,Raleigh Cary
27690,NC,WAKE,Raleigh Cary
27695,NC,WAKE,Raleigh Cary
27697,NC,WAKE,Raleigh Cary
27698,NC,WAKE,Raleigh Cary
27699,NC,WAKE,Raleigh Cary
23002,VA,AMELIA,Richmond
23005,VA,HANOVER,Richmond
23009,VA,KING WILLIAM,Richmond
23011,VA,NEW KENT,Richmond
23014,VA,GOOCHLAND,Richmond
23015,VA,HANOVER,Richmond
23023,VA,KING AND QUEEN,Richmond
23030,VA,CHARLES CITY,Richmond
23039,VA,GOOCHLAND,Richmond
23047,VA,HANOVER,Richmond
23058,VA,HENRICO,Richmond
23059,VA,HENRICO,Richmond
23060,VA,HENRICO,Richmond
23063,VA,GOOCHLAND,Richmond
23065,VA,GOOCHLAND,Richmond
23067,VA,GOOCHLAND,Richmond
23069,VA,HANOVER,Richmond
23075,VA,HENRICO,Richmond
23083,VA,AMELIA,Richmond
23085,VA,KING AND QUEEN,Richmond
23086,VA,KING WILLIAM,Richmond
23089,VA,NEW KENT,Richmond
23091,VA,KING AND QUEEN,Richmond
23102,VA,GOOCHLAND,Richmond
23103,VA,GOOCHLAND,Richmond
23105,VA,AMELIA,Richmond
23106,VA,KING WILLIAM,Richmond
23108,VA,KING AND QUEEN,Richmond
23110,VA,KING AND QUEEN,Richmond
23111,VA,HANOVER,Richmond
23112,VA,CHESTERFIELD,Richmond
23113,VA,CHESTERFIELD,Richmond
23114,VA,CHESTERFIELD,Richmond
23116,VA,HANOVER,Richmond
23120,VA,CHESTERFIELD,Richmond
23124,VA,NEW KENT,Richmond
23126,VA,KING AND QUEEN,Richmond
23129,VA,GOOCHLAND,Richmond
23139,VA,POWHATAN,Richmond
23140,VA,NEW KENT,Richmond
23141,VA,NEW KENT,Richmond
23146,VA,HANOVER,Richmond
23147,VA,CHARLES CITY,Richmond
23148,VA,KING AND QUEEN,Richmond
23150,VA,HENRICO,Richmond
23153,VA,GOOCHLAND,Richmond
23156,VA,KING AND QUEEN,Richmond
23160,VA,GOOCHLAND,Richmond
23161,VA,KING AND QUEEN,Richmond
23162,VA,HANOVER,Richmond
23173,VA,RICHMOND CITY,Richmond
23177,VA,KING AND QUEEN,Richmond
23181,VA,KING WILLIAM,Richmond
23192,VA,HANOVER,Richmond
23218,VA,RICHMOND CITY,Richmond
23219,VA,RICHMOND CITY,Richmond
23220,VA,RICHMOND CITY,Richmond
23221,VA,RICHMOND CITY,Richmond
23222,VA,RICHMOND CITY,Richmond
23223,VA,RICHMOND CITY,Richmond
23224,VA,RICHMOND CITY,Richmond
23225,VA,RICHMOND CITY,Richmond
23226,VA,HENRICO,Richmond
23227,VA,HENRICO,Richmond
23228,VA,HENRICO,Richmond
23229,VA,HENRICO,Richmond
